#{"t_start": 1781071071.864104, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
296.0,7008,10171.57374
270.0,7792,10177.035161
349.0,7948,10182.640813
159.0,5366,10185.999388
76.0,4406,10188.71309
195.0,7293,10207.792635
134.0,6322,10212.282358
247.0,7699,10217.043874
172.0,6334,10221.230383
273.0,4826,10224.751005
211.0,6979,10228.524202
193.0,5368,10231.870134
252.0,4795,10235.079581
179.0,5346,10238.948298
165.0,6071,10242.986691
240.0,7365,10247.581237
264.0,8016,10253.05223
221.0,6572,10257.444761
322.0,5787,10260.08477
336.0,7684,10265.117317
152.0,5895,10269.279916
215.0,6291,10286.348819
140.0,6584,10289.902493
250.0,7793,10294.725628
306.0,5987,10298.675601
248.0,7342,10303.768565
101.0,4228,10306.445292
163.0,6223,10310.323709
249.0,4420,10313.244385
137.0,6584,10317.830419
260.0,6764,10321.329756
346.0,4875,10324.329654
224.0,6622,10328.627114
219.0,8594,10334.478546
253.0,6883,10338.774857
244.0,7198,10343.550557
299.0,4864,10346.943381
20.0,3341,10349.221334
135.0,5717,10364.462976
212.0,6479,10368.589891
260.0,6496,10373.01287
68.0,5181,10376.429489
307.0,5153,10379.735245
246.0,6280,10383.726564
190.0,5577,10386.724272
316.0,6947,10391.25738
161.0,5213,10394.491863
198.0,6449,10398.702533
282.0,5238,10402.222214
245.0,5373,10405.757672
157.0,5802,10409.467839
144.0,6359,10413.725775
162.0,6760,10417.574804
197.0,5546,10421.121763
199.0,3668,10423.395796
191.0,7156,10442.760463
229.0,6929,10446.81322
326.0,7195,10451.401609
285.0,4195,10454.045522
326.0,7025,10459.029447
90.0,5198,10462.746234
166.0,5980,10466.868655
306.0,6305,10470.87753
169.0,6163,10475.114529
194.0,5138,10478.778378
192.0,7119,10482.732497
254.0,6823,10487.142807
211.0,6291,10491.164355
233.0,5917,10495.337309
188.0,5851,10499.318657
240.0,6180,10503.110044
265.0,6537,10519.195857
88.0,5436,10522.913504
256.0,6094,10527.187965
330.0,7832,10532.137899
351.0,5055,10535.326734
213.0,6840,10540.109703
67.0,4845,10542.532881
217.0,6992,10546.823997
210.0,6954,10551.388981
87.0,4961,10554.751294
259.0,5047,10558.065714
296.0,7296,10562.582664
229.0,6714,10567.075979
284.0,7662,10572.345292
150.0,6126,10575.244824
329.0,7607,10580.112418
301.0,5064,10599.083744
323.0,7209,10603.709098
262.0,7439,10607.431905
185.0,5969,10611.558872
225.0,6657,10616.045228
241.0,6860,10620.312984
233.0,7652,10625.454576
208.0,7564,10630.642376
160.0,7135,10635.105076
218.0,6047,10638.155031
158.0,6591,10642.593096
266.0,7609,10647.450114
228.0,5739,10651.502079
238.0,4403,10654.520692
207.0,6978,10659.077389
333.0,7179,10677.909426
250.0,7537,10683.047117
253.0,7316,10687.983833
294.0,6378,10691.962692
260.0,8120,10697.314267
314.0,7832,10701.818916
200.0,5582,10705.280535
250.0,6771,10709.489291
192.0,5932,10713.565328
166.0,6762,10718.1919
189.0,5179,10721.399155
122.0,5583,10724.884621
188.0,3847,10727.62152
148.0,4865,10731.011767
211.0,6091,10734.031652
258.0,4030,10736.45962
38.0,2977,10738.302711
83.0,6720,10756.128364
125.0,7287,10760.760745
280.0,7815,10765.327733
270.0,6476,10769.417086
284.0,6412,10773.359679
300.0,7420,10778.381963
266.0,6417,10782.812817
75.0,5261,10786.040565
305.0,6077,10789.918806
237.0,7474,10795.036288
338.0,7214,10798.690507
298.0,8074,10803.787966
288.0,7247,10808.913117
335.0,6482,10813.270114
335.0,7413,10817.883287
210.0,7182,10837.306931
219.0,6431,10841.531925
243.0,6438,10845.521721
301.0,8150,10850.977134
299.0,7819,10856.054475
285.0,7864,10860.044983
309.0,5669,10864.010279
287.0,6743,10868.753864
267.0,6908,10873.138921
268.0,7090,10877.805911
252.0,5667,10881.737069
259.0,7186,10886.517542
209.0,6493,10889.778269
226.0,5917,10893.911105
68.0,4474,10897.041778
178.0,3683,10911.841891
341.0,5935,10915.890082
61.0,6176,10920.165371
164.0,6975,10924.088963
294.0,6862,10928.84415
175.0,5249,10932.471176
288.0,7553,10937.702381
118.0,6223,10942.012264
267.0,6544,10946.531786
137.0,3632,10949.021125
306.0,7579,10953.490722
307.0,7510,10958.622405
329.0,8128,10964.271995
255.0,8412,10970.106759
45.0,4018,10972.857791
301.0,8036,10978.361182
259.0,6491,10997.644675
336.0,7013,11002.505955
84.0,6632,11007.109342
302.0,7057,11011.980362
141.0,4790,11015.276369
246.0,7100,11019.281541
257.0,6947,11024.074179
144.0,5225,11027.686445
66.0,5648,11031.620934
188.0,6245,11035.895633
106.0,6283,11040.230212
167.0,6936,11045.041373
181.0,6137,11048.395854
214.0,6850,11053.200577
160.0,7028,11058.12402
309.0,6694,11062.764944
33.0,2944,11078.617244
111.0,6364,11082.117989
282.0,6183,11086.371685
224.0,3643,11088.900704
219.0,4162,11091.751356
162.0,6126,11095.984359
275.0,6579,11100.607084
280.0,4404,11103.627356
270.0,7347,11108.738025
138.0,5150,11111.391188
260.0,7435,11116.46845
256.0,4783,11119.742365
213.0,4912,11123.186738
186.0,4151,11126.017602
268.0,6286,11130.457069
181.0,6707,11135.166121
186.0,7373,11140.285684
173.0,5464,11143.123056
289.0,7076,11160.710143
285.0,6668,11165.346524
337.0,7254,11170.422618
49.0,3603,11172.876467
175.0,6381,11176.396592
150.0,5260,11180.091106
76.0,3751,11182.690594
203.0,6363,11187.046546
137.0,5637,11190.935007
216.0,4822,11194.32234
47.0,5374,11198.010538
259.0,5539,11201.943801
283.0,6768,11205.719918
80.0,4752,11208.989875
88.0,5738,11212.967753
125.0,6504,11217.424987
326.0,8558,11223.342702
240.0,6906,11242.737512
85.0,4382,11245.864294
45.0,4135,11248.917579
276.0,5949,11253.410671
70.0,5408,11257.451214
250.0,6343,11262.082839
313.0,7311,11267.166775
243.0,4961,11269.75029
214.0,6731,11274.39327
246.0,6185,11278.672788
132.0,6780,11283.414953
130.0,6061,11287.70184
92.0,5813,11291.756339
179.0,6755,11296.468676
222.0,5642,11300.409851
203.0,7781,11304.956538
160.0,6838,11324.823234
105.0,5163,11328.421907
239.0,7267,11332.597187
260.0,7412,11337.774998
189.0,6730,11342.351059
160.0,7323,11347.487919
251.0,7663,11352.816974
240.0,7064,11357.823372
107.0,4850,11361.178253
142.0,5304,11364.033156
148.0,6310,11368.339201
279.0,3991,11371.105745
249.0,6052,11375.339818
238.0,6890,11380.15476
108.0,5259,11383.776624
243.0,6226,11388.071289
181.0,5792,11392.121142
163.0,5770,11410.035424
193.0,5984,11414.189945
250.0,6399,11418.492872
45.0,4746,11421.667971
215.0,7218,11426.799243
197.0,3072,11428.068087
244.0,6009,11432.261382
89.0,5775,11436.273424
268.0,6001,11440.402554
359.0,7648,11445.735122
253.0,6613,11450.30573
298.0,6737,11454.995699
44.0,4740,11458.244503
368.0,5478,11461.222167
161.0,6991,11466.071134
222.0,7164,11471.052242
226.0,6366,11489.7688
352.0,7865,11495.204592
275.0,5957,11499.357443
200.0,7964,11504.851736
350.0,7365,11510.01895
82.0,5784,11514.049742
198.0,7029,11518.866336
195.0,4298,11521.870575
208.0,5855,11525.043382
85.0,5504,11528.917597
211.0,6710,11533.53763
284.0,9019,11539.914567
257.0,7689,11545.317833
118.0,5202,11548.928526
339.0,8920,11554.255476
311.0,4903,11557.710474
237.0,6407,11577.059499
312.0,7455,11582.262289
211.0,3863,11584.886933
230.0,5745,11587.994977
162.0,4880,11591.325528
34.0,3311,11593.600926
298.0,6942,11598.445621
261.0,6096,11602.63159
102.0,4173,11605.552666
289.0,4023,11608.438896
337.0,7299,11613.601496
253.0,6738,11617.440445
254.0,5380,11621.205457
304.0,7582,11626.418657
108.0,5997,11630.589525
295.0,8078,11636.125949
190.0,7019,11641.046096
272.0,5528,11656.865548
270.0,8126,11662.463306
222.0,6586,11667.037795
257.0,5520,11670.844877
248.0,7952,11676.364487
255.0,7217,11680.52945
287.0,7785,11685.992799
215.0,7443,11691.160923
129.0,5507,11694.839589
249.0,6117,11699.075062
75.0,4449,11702.189354
214.0,7095,11707.107327
305.0,7568,11711.459569
252.0,9118,11717.791811
109.0,5209,11721.44687
289.0,5403,11738.239935
219.0,6741,11742.958427
284.0,6040,11746.273286
207.0,5652,11750.18967
166.0,5703,11754.153317
232.0,5596,11758.047908
221.0,3659,11760.599956
225.0,6486,11765.059034
11.0,1947,11766.40158
249.0,6860,11771.146181
319.0,8197,11775.962082
274.0,5980,11780.100913
172.0,5602,11783.943455
274.0,5720,11787.815701
206.0,5578,11791.682624
113.0,4750,11794.928621
300.0,6915,11799.753845
209.0,6450,11818.254787
282.0,7468,11823.350239
244.0,4791,11826.668432
174.0,5886,11830.765794
370.0,8526,11836.718539
51.0,4015,11838.656645
315.0,8419,11844.549406
70.0,4784,11847.855137
140.0,6520,11852.430029
256.0,5923,11856.495278
68.0,5555,11860.31624
224.0,5603,11864.299629
340.0,7996,11869.001495
51.0,5282,11872.696144
275.0,6116,11876.901178
321.0,7917,11882.252553
275.0,5612,11900.564438
272.0,5515,11904.384056
321.0,7712,11909.800964
258.0,6187,11914.104275
317.0,8172,11919.772774
224.0,7298,11924.866408
193.0,5753,11928.819993
151.0,7737,11933.321767
274.0,6216,11937.57627
95.0,4357,11940.577547
56.0,4612,11943.713911
327.0,3866,11946.363323
217.0,6818,11951.036946
250.0,7912,11956.428577
201.0,2644,11958.233853
212.0,5808,11962.186682
231.0,5454,11965.012868
239.0,5962,11985.48484
305.0,7288,11990.49528
258.0,6683,11995.022304
328.0,6392,11998.427937
171.0,6985,12003.180529
211.0,7648,12008.448971
270.0,8127,12014.091656
161.0,3628,12016.569141
261.0,6802,12021.315747
219.0,6817,12026.082673
156.0,4667,12028.443677
167.0,7545,12033.694519
208.0,8059,12039.233725
150.0,6611,12043.819395
256.0,6096,12048.030111
227.0,6071,12052.239287
320.0,5883,12070.244827
296.0,5575,12074.14148
90.0,5711,12078.08916
269.0,6553,12082.616488
140.0,6333,12086.927347
267.0,5716,12089.990829
327.0,7967,12095.514925
292.0,6669,12100.129431
52.0,5319,12103.790537
236.0,6458,12108.350435
237.0,8597,12114.356015
234.0,6272,12118.642263
127.0,5709,12121.688536
169.0,5541,12125.52835
38.0,3822,12128.204966
107.0,4881,12131.50267
158.0,6414,12144.122582
193.0,3959,12146.821558
61.0,5147,12150.322473
141.0,6003,12153.569918
271.0,6149,12157.809049
268.0,6939,12162.570746
256.0,6605,12167.07144
184.0,5029,12170.495315
67.0,4318,12173.436846
189.0,6073,12177.681557
184.0,6792,12182.370284
201.0,7551,12186.670134
55.0,5317,12190.310626
320.0,7110,12195.146406
80.0,5212,12198.763914
255.0,6233,12203.065876
210.0,7152,12207.942845
207.0,5972,12223.793631
335.0,8554,12229.739583
261.0,5429,12233.400816
316.0,7780,12238.707958
221.0,6562,12243.233974
258.0,7715,12248.596143
298.0,7036,12252.55705
285.0,6305,12256.961554
129.0,6451,12261.41954
76.0,4822,12264.764459
290.0,7037,12269.674457
296.0,8150,12275.432762
88.0,6449,12279.885853
185.0,4776,12282.338051
292.0,7662,12287.699447
319.0,7681,12306.916897
295.0,5549,12310.819986
328.0,6304,12314.23848
239.0,5450,12317.961996
286.0,4007,12320.720793
267.0,6510,12325.134267
336.0,9173,12331.459051
239.0,6134,12335.642122
198.0,7026,12340.450434
295.0,7967,12345.077378
273.0,7431,12350.26561
134.0,6433,12354.691271
246.0,6100,12358.925067
261.0,6256,12363.268384
289.0,7799,12368.643655
31.0,3439,12371.053691
331.0,7122,12386.660656
299.0,7328,12390.08102
229.0,5771,12392.779071
196.0,6766,12395.963329
262.0,7983,12399.695519
268.0,7801,12403.369749
247.0,7602,12406.023392
253.0,7764,12409.634735
307.0,6885,12412.878562
205.0,4696,12415.095151
207.0,6990,12418.384439
222.0,7449,12421.868427
155.0,6337,12424.889125
202.0,6943,12428.137366
324.0,8802,12448.359369
320.0,6257,12452.824716
181.0,5059,12456.396948
278.0,6156,12460.75299
216.0,4983,12464.293808
231.0,4373,12467.336825
185.0,3799,12469.987089
136.0,5307,12472.869424
285.0,6522,12477.434027
69.0,4850,12480.865607
304.0,5196,12484.528351
176.0,5984,12488.789421
279.0,5667,12492.777544
251.0,8553,12498.842452
263.0,6100,12502.17059
212.0,5116,12504.612593
209.0,5924,12507.54442
231.0,6585,12510.68474
269.0,6820,12524.928179
145.0,3215,12527.238609
239.0,4036,12529.787783
245.0,5927,12532.54018
277.0,6557,12536.972363
249.0,6664,12541.720224
200.0,5720,12545.31173
245.0,5940,12549.015572
207.0,4807,12552.33629
57.0,4722,12555.736402
250.0,6408,12560.300499
188.0,5819,12564.074522
325.0,6645,12567.26616
343.0,6491,12571.718964
203.0,5353,12575.608256
321.0,3516,12577.892097
229.0,5917,12581.672076
177.0,4703,12584.691857
187.0,4927,12601.959679
311.0,7903,12607.32065
129.0,5481,12610.757507
337.0,6692,12615.206458
340.0,8027,12621.003053
266.0,7120,12625.476056
27.0,3291,12627.500615
63.0,6433,12631.188237
244.0,7609,12636.358009
321.0,7746,12641.245268
184.0,6243,12645.456888
160.0,2831,12647.342231
345.0,6257,12651.456993
290.0,7828,12656.344913
381.0,7036,12660.266972
252.0,5111,12663.889915
152.0,5976,12681.286365
233.0,7378,12685.899674
110.0,5367,12689.639463
126.0,5928,12692.668473
274.0,6945,12697.303853
174.0,6951,12701.682935
68.0,4638,12704.766464
184.0,6536,12709.45278
299.0,7708,12714.485528
64.0,4542,12717.363152
327.0,7171,12720.817652
302.0,7579,12723.480023
309.0,4864,12725.778668
238.0,6671,12728.966861
81.0,5849,12731.734637
277.0,8619,12735.769429
341.0,5886,12747.459107
158.0,6714,12750.69058
319.0,6559,12753.966054
304.0,7299,12758.276636
231.0,6015,12762.034913
313.0,8242,12767.453651
311.0,8082,12773.278321
203.0,6495,12777.401539
227.0,7616,12782.37705
231.0,5188,12786.049564
187.0,5471,12788.75495
129.0,5608,12792.312919
280.0,5880,12796.153272
254.0,6587,12800.865036
293.0,4459,12803.792286
136.0,6227,12807.712924
220.0,5274,12823.350501
311.0,6937,12828.255122
304.0,6194,12832.523649
309.0,7692,12837.404706
239.0,7150,12842.383804
250.0,4563,12845.530987
234.0,4755,12848.731796
188.0,6289,12851.799978
190.0,7061,12856.711532
135.0,7528,12860.919343
272.0,7260,12864.323729
113.0,5243,12866.799372
105.0,5192,12869.257494
276.0,8147,12873.115881
160.0,6358,12876.090601
191.0,6660,12887.753777
277.0,4580,12889.890167
292.0,7155,12893.27642
147.0,6201,12896.327802
234.0,7646,12901.661731
284.0,7424,12906.856133
214.0,5454,12910.672023
44.0,4769,12913.114132
282.0,6026,12917.332036
242.0,7029,12922.308219
293.0,7789,12927.731308
160.0,6194,12932.077792
369.0,5882,12936.160164
241.0,7398,12941.35344
284.0,4897,12943.944538
170.0,6027,12948.253774
275.0,7698,12968.035301
92.0,5539,12971.884047
349.0,7648,12976.245515
284.0,7829,12981.752248
164.0,7144,12986.768863
278.0,6737,12991.470571
305.0,8462,12997.336542
319.0,7279,13002.335204
234.0,5834,13006.3799
238.0,6607,13010.121927
286.0,6635,13014.644329
61.0,4687,13017.896225
219.0,3381,13020.217321
334.0,8780,13026.340518
186.0,6630,13030.928342
284.0,6686,13035.527319
264.0,8046,13055.800861
136.0,5417,13059.521905
295.0,7857,13065.056773
161.0,4856,13068.485838
14.0,2544,13070.243187
70.0,5002,13072.809011
392.0,6681,13077.414833
219.0,7535,13082.663169
293.0,6435,13087.146041
90.0,4949,13090.53972
333.0,6549,13095.092039
208.0,7976,13100.765678
220.0,5998,13104.066332
231.0,6217,13108.403717
348.0,7858,13113.88624
309.0,6352,13118.316833
138.0,6393,13138.338981
291.0,5689,13142.355279
236.0,2931,13144.381167
257.0,7103,13149.328519
135.0,5332,13153.034226
141.0,7151,13158.014675
255.0,4328,13160.988431
278.0,5202,13164.484531
310.0,6114,13167.375746
267.0,7774,13172.550261
288.0,7602,13177.753559
321.0,9463,13183.769912
223.0,6657,13188.439392
185.0,7406,13193.432779
251.0,8614,13197.930475
97.0,3985,13200.628887
25.0,3143,13213.032085
38.0,3659,13215.625511
286.0,6103,13219.815351
207.0,6325,13224.115247
306.0,5056,13227.417235
52.0,5166,13230.305132
32.0,4016,13233.349188
222.0,5811,13237.448684
157.0,7199,13242.609015
224.0,4329,13245.526306
322.0,4929,13248.583659
133.0,4912,13251.664636
283.0,7377,13256.768831
260.0,6760,13260.623666
337.0,6523,13264.713062
188.0,6645,13269.29284
351.0,5217,13273.075721
102.0,6713,13277.564868
294.0,6836,13293.755863
233.0,7071,13298.485101
315.0,7761,13303.991669
284.0,7341,13308.626206
122.0,6858,13313.188188
337.0,7768,13318.774565
291.0,5967,13322.599504
333.0,7761,13326.739244
118.0,5431,13330.431005
298.0,6838,13334.819866
303.0,5126,13338.36199
308.0,7773,13343.720356
205.0,4220,13346.369595
257.0,7902,13351.537692
52.0,4157,13354.514953
304.0,6735,13371.637535
220.0,5129,13374.820958
42.0,3848,13377.231093
351.0,10250,13384.381549
321.0,7578,13388.587569
219.0,6523,13392.76301
231.0,6634,13397.448881
318.0,6520,13401.950799
247.0,5753,13405.552107
231.0,5255,13408.957341
328.0,5955,13413.14245
209.0,6564,13417.66407
197.0,6562,13421.334991
145.0,6434,13425.457011
198.0,5911,13429.148565
165.0,6470,13433.755265
152.0,5377,13450.405026
305.0,7748,13455.355167
322.0,6193,13459.300512
328.0,5575,13463.266443
169.0,4459,13466.371044
290.0,6292,13470.218093
239.0,7694,13475.302052
276.0,6657,13480.044568
228.0,8866,13484.778798
276.0,4603,13487.762188
204.0,6603,13492.473215
234.0,8606,13498.143055
173.0,7579,13503.011613
56.0,3658,13505.645365
228.0,5694,13509.738941
327.0,6659,13513.092661
140.0,5912,13535.884652
265.0,15863,13545.184177
307.0,8130,13550.218231
279.0,6510,13554.713638
278.0,7321,13559.607025
233.0,4384,13562.343162
306.0,6912,13566.830059
211.0,4874,13570.347097
208.0,6206,13574.556744
170.0,4226,13576.239406
306.0,4813,13579.189874
228.0,4579,13582.294184
244.0,9055,13588.54246
285.0,7230,13593.085987
356.0,7890,13611.176696
283.0,6844,13615.925816
146.0,6526,13620.001421
265.0,6700,13624.278311
270.0,7122,13629.231549
268.0,7780,13634.32342
164.0,5117,13637.462018
303.0,7666,13641.62312
317.0,8825,13647.577538
36.0,3740,13650.177665
253.0,7506,13655.541904
256.0,5705,13659.148004
282.0,6508,13663.285946
188.0,7142,13668.328271
269.0,8332,13672.839288
279.0,6480,13689.30722
401.0,6750,13693.760894
221.0,6244,13698.310909
277.0,6507,13701.612222
308.0,6897,13705.916419
278.0,6987,13710.746961
276.0,5316,13714.397838
378.0,9689,13720.444709
389.0,6963,13725.359675
296.0,6336,13729.78819
325.0,7743,13733.771196
290.0,6363,13738.266096
300.0,6822,13742.93723
316.0,7230,13747.558918
177.0,6894,13752.364503
289.0,6944,13769.190125
330.0,6287,13773.282882
293.0,6539,13777.406145
308.0,5963,13781.58687
302.0,8043,13786.815168
261.0,6565,13790.884501
328.0,8204,13796.358949
264.0,7411,13800.531246
306.0,6812,13804.860807
262.0,7597,13809.989391
264.0,7315,13815.150894
306.0,4699,13818.099056
199.0,7200,13822.616876
39.0,4745,13825.775584
215.0,7029,13829.822258
256.0,6866,13847.57168
220.0,4411,13850.381887
300.0,5644,13854.154719
150.0,6026,13858.436754
252.0,7214,13862.390033
325.0,7487,13867.117082
313.0,7565,13872.44574
311.0,6329,13876.644513
320.0,8077,13881.663165
309.0,6535,13886.281314
106.0,4716,13889.524272
66.0,4474,13891.5391
298.0,5358,13894.926039
310.0,6473,13899.232977
338.0,7704,13904.615118
224.0,4071,13907.078338
253.0,6939,13923.096635
59.0,5120,13925.428559
62.0,4797,13928.778964
268.0,7708,13934.04441
166.0,5326,13937.341577
277.0,6319,13941.427833
236.0,4259,13944.473762
74.0,5778,13948.394213
36.0,4783,13951.342184
234.0,5046,13954.461864
243.0,5504,13957.275539
271.0,6307,13961.709577
308.0,6072,13965.609848
315.0,6684,13969.836028
36.0,3660,13972.474635
202.0,5725,13976.516161
22.0,3359,13978.773953
242.0,6732,13983.401997
347.0,5939,13996.950352
306.0,6010,14000.681901
323.0,4756,14003.580434
168.0,5151,14007.171672
299.0,6130,14011.434826
297.0,8388,14016.711756
286.0,6996,14020.427434
148.0,6664,14025.047101
251.0,5820,14028.788703
199.0,7070,14033.163605
290.0,6552,14037.679237
187.0,5878,14041.652952
343.0,7917,14046.557697
231.0,4817,14049.5757
198.0,4019,14051.170704
268.0,6073,14055.265376
322.0,6154,14059.546244
317.0,5231,14075.044664
244.0,6521,14079.060975
201.0,6732,14082.438463
75.0,5459,14086.230862
89.0,6557,14090.589975
117.0,7016,14094.923888
314.0,6704,14099.392931
290.0,6239,14103.759228
157.0,7071,14108.187033
304.0,6995,14112.535257
294.0,7490,14116.485645
89.0,6315,14120.867813
161.0,7327,14125.618224
66.0,5042,14128.780152
368.0,6471,14133.187781
136.0,5814,14137.171459
243.0,6046,14151.823515
160.0,5430,14155.558525
257.0,5363,14159.034102
350.0,7637,14163.847759
247.0,6176,14168.12319
118.0,5936,14172.275781
237.0,4392,14175.020174
184.0,6964,14178.488011
278.0,5919,14182.566753
73.0,5434,14186.320098
288.0,7267,14190.822735
78.0,5309,14194.091119
277.0,7011,14198.762436
260.0,5934,14202.880292
291.0,7798,14207.893203
165.0,7208,14211.625915
57.0,4814,14227.307637
291.0,8364,14233.009424
134.0,6175,14236.80149
67.0,4554,14239.6703
35.0,3471,14241.181734
140.0,6699,14245.760868
22.0,3174,14247.747542
72.0,5281,14251.039774
324.0,7888,14256.281937
341.0,7319,14261.436403
121.0,4991,14264.560792
225.0,7657,14270.037529
241.0,5865,14273.02021
298.0,8099,14278.053135
282.0,5160,14281.769266
274.0,6095,14286.133951
174.0,6106,14290.055006
339.0,8423,14304.119359
149.0,6851,14308.566107
175.0,6946,14313.496607
294.0,5747,14317.349637
260.0,4908,14320.359629
206.0,5229,14323.782969
267.0,7045,14328.83037
109.0,6097,14332.843582
140.0,5809,14335.559087
299.0,7383,14340.46078
288.0,6681,14345.021738
29.0,3259,14347.005477
217.0,6954,14351.407193
268.0,7475,14356.145918
252.0,3574,14358.349915
264.0,6524,14362.796356
265.0,6507,14380.601742
248.0,5645,14384.121675
259.0,5161,14387.257761
381.0,7151,14392.082466
319.0,5929,14396.168447
263.0,6380,14399.314623
55.0,3744,14401.688557
350.0,7921,14407.21945
124.0,4580,14410.340617
178.0,6438,14414.414528
334.0,8511,14419.774856
291.0,7066,14424.266626
270.0,6504,14427.458144
361.0,8041,14430.345817
320.0,5899,14433.11724
313.0,7249,14436.521062
337.0,8430,14451.274678
215.0,6520,14454.425305
281.0,8201,14458.373229
343.0,8014,14461.331165
339.0,7156,14464.927654
256.0,7895,14468.83856
257.0,6687,14472.229377
325.0,7884,14476.402134
150.0,6094,14479.328238
244.0,6002,14482.334666
320.0,7508,14485.897602
315.0,6676,14489.451282
304.0,8204,14494.260238
388.0,6907,14498.662303
230.0,6285,14514.301765
172.0,5258,14517.637322
125.0,5478,14521.538596
330.0,4621,14523.891256
95.0,6451,14527.929928
92.0,4293,14530.627278
233.0,5382,14534.300457
295.0,7464,14539.48399
284.0,5939,14543.195415
253.0,7292,14547.962803
204.0,5330,14551.68992
264.0,7469,14555.791501
263.0,6961,14560.143018
280.0,4507,14563.329796
213.0,6653,14568.103268
303.0,5415,14571.57602
163.0,6940,14588.204796
115.0,5958,14592.157389
196.0,6977,14597.045275
345.0,6060,14601.419543
219.0,5669,14605.109505
219.0,7487,14609.958807
318.0,8861,14616.395144
264.0,5258,14619.109573
339.0,8698,14625.180066
292.0,7154,14629.612132
185.0,7545,14634.4399
298.0,5754,14638.291251
367.0,5293,14641.856008
321.0,7164,14646.352126
302.0,5665,14650.113359
288.0,6371,14653.733075
140.0,6432,14669.842903
170.0,6405,14673.849616
144.0,6808,14678.268583
251.0,5439,14681.131551
70.0,5368,14684.794525
299.0,7568,14689.578225
113.0,5672,14693.383801
116.0,6320,14697.843467
88.0,4824,14700.982466
262.0,3415,14703.1236
60.0,4476,14705.923133
272.0,7995,14711.452449
203.0,6913,14715.182007
325.0,5928,14718.98874
326.0,6751,14723.646547
295.0,7601,14729.049517
160.0,6462,14745.005219
289.0,7282,14749.536517
273.0,7103,14754.713069
335.0,7055,14759.448755
336.0,5661,14763.024755
216.0,4091,14765.67401
297.0,6765,14770.69148
351.0,7893,14775.971235
207.0,6109,14778.962579
345.0,7974,14784.703742
107.0,5255,14788.388666
293.0,7321,14793.042101
303.0,6717,14797.719908
159.0,6880,14802.725504
316.0,4034,14805.277179
323.0,7961,14809.319704
55.0,3917,14825.718964
28.0,4176,14828.698084
242.0,6270,14833.015146
280.0,7794,14837.902694
119.0,6206,14840.896316
232.0,5124,14844.244244
304.0,6099,14848.387384
244.0,6017,14852.312613
304.0,7947,14857.218072
285.0,6716,14861.849389
316.0,7370,14866.48635
103.0,6370,14869.477793
228.0,5599,14871.1956
229.0,5165,14873.622145
263.0,5975,14876.419893
74.0,4650,14878.608236
35.0,3632,14880.294599
299.0,7325,14892.820541
296.0,6540,14895.874718
178.0,4148,14897.813899
256.0,7628,14901.414001
303.0,7805,14904.135406
337.0,7262,14907.548077
25.0,3023,14909.049684
323.0,5962,14912.882632
289.0,7165,14917.872993
318.0,6954,14922.679139
291.0,5728,14926.621209
239.0,6599,14931.142035
280.0,7350,14935.252313
262.0,8166,14940.89175
275.0,7371,14945.985442
113.0,5071,14966.365433
48.0,4664,14969.569878
219.0,7732,14974.90341
200.0,4178,14977.745985
77.0,4917,14980.910809
250.0,7244,14986.004681
96.0,5213,14989.629237
253.0,6996,14994.404544
270.0,7062,14998.302698
313.0,7502,15003.330402
326.0,6543,15007.819824
263.0,6527,15012.274759
194.0,6803,15016.891572
249.0,3989,15019.639319
263.0,4739,15022.860249
251.0,5845,15026.820103
239.0,4584,15029.10209
110.0,6300,15033.431458
232.0,5432,15052.457464
140.0,5384,15056.254603
157.0,5969,15060.39215
209.0,7056,15063.863554
319.0,7119,15068.950215
72.0,5380,15072.651502
215.0,5808,15076.293704
178.0,6797,15080.729062
272.0,7115,15085.764289
198.0,6359,15089.936182
206.0,5236,15092.336804
403.0,7883,15097.706882
222.0,3968,15100.500446
211.0,6788,15104.827571
331.0,7137,15109.314934
243.0,7194,15114.3744
227.0,6993,15132.010063
243.0,6401,15136.030468
349.0,7295,15141.007381
155.0,6215,15145.355269
201.0,6828,15150.103252
284.0,7008,15154.432969
329.0,9117,15159.826846
348.0,7382,15164.79739
40.0,4692,15167.305364
283.0,7389,15170.798587
228.0,6073,15173.703593
312.0,6460,15176.756385
36.0,4078,15178.694612
202.0,7023,15181.985367
67.0,4736,15184.244557
358.0,6551,15195.217432
278.0,5681,15197.946705
348.0,8641,15202.284677
268.0,6017,15205.415888
54.0,3461,15207.330752
295.0,4887,15209.915468
314.0,6933,15213.489416
138.0,5050,15216.020628
290.0,8071,15220.093182
306.0,6587,15224.772538
295.0,3867,15227.350023
231.0,2978,15229.201241
60.0,4058,15231.777714
111.0,4859,15234.875854
104.0,5914,15238.960828
223.0,7026,15243.726988
173.0,6568,15247.842918
132.0,5527,15250.797336
294.0,5460,15263.511074
199.0,6940,15268.32107
305.0,7599,15273.269502
50.0,5062,15276.419853
229.0,4451,15279.336351
270.0,6420,15282.926438
97.0,5823,15286.668136
266.0,6292,15290.607922
304.0,6418,15295.104229
335.0,6760,15299.749952
279.0,5683,15303.314238
273.0,4171,15305.930414
43.0,4784,15308.946984
360.0,5959,15312.692569
238.0,6806,15315.963823
351.0,7440,15321.147507
375.0,6433,15325.489419
109.0,6686,15342.142277
48.0,3999,15344.642733
157.0,7077,15348.673854
