#{"t_start": 1781071071.864104, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
324.0,6163,25847.32881
280.0,5722,25851.353398
243.0,6320,25855.409259
170.0,5075,25858.037072
272.0,7211,25861.712407
185.0,7600,25865.774705
337.0,6751,25878.37011
234.0,6469,25881.616851
258.0,6440,25884.816653
220.0,3729,25886.687146
253.0,5524,25889.574446
109.0,5791,25892.765768
182.0,5331,25895.730701
243.0,7414,25899.46382
289.0,4701,25902.761574
312.0,5574,25906.740456
387.0,7217,25910.948359
365.0,7250,25916.128235
308.0,4905,25919.61069
273.0,7183,25924.670714
55.0,3430,25926.988963
108.0,5923,25931.262561
116.0,6543,25935.956924
313.0,7128,25957.361677
211.0,7362,25962.688512
136.0,6423,25967.194762
304.0,7857,25971.883182
90.0,5711,25976.054981
269.0,7242,25981.206145
44.0,3598,25983.701576
368.0,7820,25988.173301
326.0,8906,25992.659159
248.0,7453,25996.54588
345.0,7623,26000.70065
245.0,6368,26003.552884
280.0,7757,26007.677972
199.0,6523,26010.971999
293.0,6682,26023.849965
294.0,6627,26027.235777
111.0,4655,26029.621129
269.0,6488,26033.096642
172.0,7146,26036.196447
298.0,6970,26040.816192
160.0,6282,26045.368387
312.0,8869,26051.09464
154.0,6468,26055.198978
307.0,7154,26058.794037
297.0,6856,26062.411932
250.0,7639,26065.515536
185.0,5493,26068.143149
266.0,5698,26070.774611
210.0,7415,26074.211005
348.0,4280,26076.370737
275.0,6331,26086.927373
335.0,5657,26089.824776
79.0,5486,26092.618953
17.0,2695,26093.938253
175.0,6340,26097.300019
51.0,5176,26099.113911
294.0,6560,26102.57677
49.0,5082,26105.226536
274.0,5099,26107.710293
306.0,6479,26110.872229
162.0,6531,26114.144191
344.0,7578,26117.860295
273.0,6178,26120.833617
215.0,6441,26123.862094
165.0,3347,26125.452037
181.0,5471,26128.017282
316.0,7069,26130.637867
288.0,6062,26133.686936
265.0,6561,26146.09652
297.0,5115,26148.564506
36.0,4347,26150.646235
204.0,6302,26153.72858
314.0,7993,26157.494071
282.0,6939,26160.022385
278.0,4693,26162.421548
249.0,5427,26165.31715
155.0,7031,26168.92419
228.0,4509,26171.659904
337.0,8071,26176.484809
288.0,5358,26179.2746
117.0,5024,26181.790176
359.0,7843,26185.637877
290.0,7202,26189.114433
178.0,5544,26191.809962
348.0,5887,26207.416303
211.0,7387,26212.68315
270.0,6829,26217.539954
210.0,5976,26221.843651
307.0,6200,26225.09002
232.0,7137,26230.22089
377.0,5912,26234.413396
154.0,5251,26238.184577
82.0,4250,26241.140673
29.0,3294,26243.450042
214.0,6101,26247.809027
235.0,6476,26252.329194
342.0,6817,26256.050461
218.0,6179,26260.40151
297.0,6567,26265.115574
298.0,7232,26270.249206
346.0,6683,26274.927837
376.0,8589,26291.957537
128.0,5495,26294.707125
220.0,7775,26298.76348
311.0,7873,26302.918469
259.0,7311,26306.764238
117.0,5555,26309.672329
56.0,5499,26312.425392
211.0,6331,26315.724494
346.0,7063,26318.615276
139.0,6093,26321.668772
317.0,8022,26325.940714
314.0,7539,26329.756516
124.0,4330,26331.975577
208.0,5527,26334.7461
339.0,8338,26349.233155
291.0,7633,26354.546023
151.0,4508,26357.19907
216.0,6417,26361.138995
326.0,6062,26365.244083
289.0,6434,26369.461232
246.0,7032,26373.697427
181.0,6782,26378.099056
168.0,5691,26381.028204
408.0,6953,26385.246616
123.0,5917,26388.898695
197.0,7350,26393.935983
209.0,5418,26397.351171
128.0,6092,26401.021584
198.0,6787,26405.324538
135.0,4920,26408.654027
250.0,7373,26425.993747
265.0,6292,26429.816926
205.0,3179,26431.891808
142.0,6296,26436.110114
207.0,4896,26439.093631
258.0,6239,26442.82665
319.0,6998,26446.656628
400.0,7310,26451.522309
327.0,6773,26455.643706
307.0,7582,26460.71739
266.0,7100,26465.565095
336.0,5731,26469.058241
33.0,4086,26471.553434
161.0,3533,26473.946693
265.0,9497,26478.8476
284.0,6620,26483.066646
155.0,5833,26487.068416
321.0,7541,26504.947629
125.0,5518,26507.929251
255.0,2960,26509.9624
354.0,7692,26515.34251
143.0,5488,26519.161332
298.0,5638,26523.094133
216.0,6620,26527.530117
315.0,7962,26533.096606
325.0,8061,26538.683722
378.0,6245,26542.114138
360.0,6334,26546.594617
259.0,7409,26551.834165
336.0,8578,26557.66001
304.0,7139,26562.702011
288.0,5972,26566.343477
337.0,7348,26578.931308
215.0,7070,26582.565622
316.0,6443,26585.988765
304.0,7975,26588.819976
253.0,6877,26592.287514
301.0,6449,26595.717317
264.0,5063,26598.328121
273.0,8003,26602.535525
339.0,6191,26605.717721
265.0,6023,26608.919714
257.0,6267,26612.568412
236.0,4819,26615.202784
51.0,4679,26616.819157
143.0,4744,26619.354532
317.0,7436,26624.262316
245.0,7379,26628.155474
207.0,7740,26648.341049
281.0,6315,26652.801747
208.0,7938,26658.32831
337.0,8342,26664.231725
312.0,6207,26668.64001
268.0,6015,26672.92159
305.0,5631,26676.532465
286.0,7597,26681.059003
350.0,8507,26687.169054
271.0,6400,26691.758703
227.0,6383,26696.291609
301.0,4746,26699.679918
344.0,8443,26705.502799
284.0,6819,26708.871231
369.0,7872,26721.761178
306.0,7564,26725.667354
173.0,5202,26728.954167
229.0,6911,26733.070517
295.0,8761,26737.972268
345.0,6259,26741.265009
78.0,4193,26743.449291
210.0,5843,26745.939545
275.0,5958,26749.45366
60.0,4025,26751.936731
272.0,6023,26756.220746
328.0,6918,26760.828382
309.0,7826,26765.890726
96.0,6133,26769.831343
248.0,8111,26773.914666
260.0,7474,26776.625762
275.0,6393,26788.337777
329.0,7059,26792.922355
321.0,7521,26797.853792
280.0,4924,26800.479629
198.0,7782,26804.723
273.0,6054,26806.822363
298.0,6493,26809.969706
326.0,6108,26812.929685
307.0,6672,26815.99767
314.0,8259,26820.249276
301.0,6504,26823.579876
53.0,5219,26826.347868
88.0,4986,26828.766021
233.0,4429,26830.932677
44.0,3421,26832.59313
364.0,8425,26836.779894
243.0,7069,26849.937405
349.0,6695,26853.121494
269.0,5989,26856.121807
197.0,5696,26858.785784
255.0,5877,26861.493839
305.0,7083,26864.915956
74.0,5017,26867.278096
314.0,7393,26869.825351
400.0,11861,26875.483111
160.0,4807,26877.711444
192.0,6489,26880.705074
270.0,4042,26882.568183
249.0,5098,26884.918702
236.0,6717,26888.247961
268.0,6269,26891.225222
362.0,4475,26893.285831
289.0,7905,26907.453037
331.0,6882,26912.533116
91.0,3958,26915.389041
332.0,6282,26919.018436
48.0,5731,26922.377687
181.0,5400,26925.527539
213.0,6529,26929.155629
22.0,3190,26930.657386
189.0,3910,26932.523346
300.0,6947,26935.036462
394.0,7207,26938.630695
288.0,7202,26942.074197
152.0,6117,26944.974838
278.0,6761,26948.320048
356.0,6469,26951.373288
324.0,6208,26954.357706
359.0,7731,26958.0153
194.0,7391,26968.98849
166.0,6351,26971.952619
40.0,4765,26974.258321
292.0,5611,26977.135738
237.0,5516,26979.782824
176.0,4514,26981.858744
218.0,8028,26985.717019
74.0,5649,26988.421916
114.0,5862,26991.193395
280.0,3540,26992.906406
237.0,5024,26995.381576
261.0,7098,26997.740441
174.0,6643,27000.799419
129.0,5726,27003.604327
374.0,6708,27007.081043
84.0,5116,27009.496612
364.0,6997,27012.912886
306.0,6937,27025.669939
347.0,5725,27027.486923
151.0,6251,27030.586931
263.0,6446,27033.721686
315.0,5561,27036.516515
213.0,7090,27039.833414
388.0,6668,27043.032096
379.0,8334,27047.123889
328.0,6079,27050.021596
323.0,7083,27053.413149
279.0,7876,27057.174514
344.0,6792,27059.497371
227.0,6858,27062.946062
313.0,7422,27067.276001
374.0,7911,27085.45907
243.0,7844,27090.18251
350.0,7218,27092.697225
353.0,7968,27096.681142
193.0,6038,27099.559727
264.0,6898,27102.805642
246.0,6399,27105.889083
297.0,4774,27108.178031
283.0,7102,27111.634861
167.0,7703,27115.205283
339.0,6067,27118.071212
190.0,5437,27120.702852
79.0,5730,27122.615221
309.0,5155,27125.258024
127.0,4173,27127.388834
199.0,7131,27130.83841
356.0,5569,27146.003907
104.0,5501,27149.658312
307.0,6972,27154.213484
277.0,4827,27156.292313
372.0,7883,27160.271234
328.0,6598,27163.649493
346.0,7519,27168.019514
127.0,5650,27171.182013
353.0,6796,27175.776332
170.0,6379,27180.191208
277.0,8227,27185.717127
72.0,5127,27188.239084
369.0,8293,27194.002055
231.0,8088,27199.422678
338.0,5294,27203.137448
235.0,6333,27207.567413
283.0,5467,27215.38545
211.0,5968,27218.304569
35.0,3993,27221.024704
123.0,5528,27224.885721
214.0,5281,27228.463743
148.0,5952,27232.633508
247.0,7217,27237.636176
358.0,8035,27243.281635
268.0,5372,27246.712997
142.0,6075,27250.022101
209.0,6576,27254.565334
241.0,8433,27260.355536
307.0,5926,27264.468466
302.0,6932,27269.356085
372.0,9072,27275.612475
284.0,6939,27288.844032
294.0,7314,27292.359829
285.0,6621,27295.558081
200.0,7473,27299.158806
310.0,13012,27305.688591
325.0,7098,27309.203221
270.0,6886,27311.55028
283.0,6316,27314.619197
254.0,7607,27318.210247
133.0,5946,27321.033454
306.0,5168,27323.489126
98.0,5580,27326.206333
346.0,7087,27329.703373
299.0,8346,27333.700156
238.0,7995,27347.739961
294.0,6299,27351.952077
98.0,4625,27354.744529
357.0,7442,27358.39361
297.0,6895,27361.727424
262.0,6418,27364.976459
232.0,6283,27368.306968
335.0,7100,27371.933036
145.0,6289,27375.161062
159.0,4002,27376.229662
386.0,7947,27380.498545
328.0,8470,27384.364613
162.0,6503,27387.326885
296.0,8164,27391.108938
290.0,7496,27394.504713
381.0,7190,27411.039485
334.0,5224,27414.337994
343.0,8485,27420.412121
331.0,6951,27425.264474
327.0,7416,27429.497812
175.0,3787,27431.539405
49.0,4863,27434.128848
324.0,7268,27437.768399
211.0,6014,27439.809335
183.0,7179,27443.322276
277.0,6166,27446.391773
389.0,5172,27448.912269
317.0,7652,27452.708174
272.0,6722,27456.156239
207.0,6176,27459.258138
226.0,5954,27462.116745
215.0,6312,27473.860784
309.0,6203,27477.126092
258.0,6384,27480.352692
27.0,3465,27482.127761
318.0,6898,27485.812283
214.0,5055,27488.631469
294.0,6090,27492.489895
298.0,6563,27495.83575
162.0,7658,27500.072161
9.0,1631,27500.993427
327.0,6687,27503.787593
289.0,6273,27507.363608
256.0,6252,27510.90263
166.0,6335,27514.021251
151.0,4785,27516.549086
253.0,5323,27519.351367
262.0,6775,27522.762542
318.0,7820,27535.620689
314.0,6539,27538.87252
245.0,2893,27540.268075
349.0,7322,27543.88144
293.0,6419,27547.207854
182.0,5298,27549.728659
320.0,8035,27553.535534
265.0,5507,27556.262573
187.0,6461,27559.501524
229.0,7229,27563.058987
202.0,5671,27564.732855
292.0,7137,27568.095799
183.0,6942,27571.397923
110.0,5427,27574.045516
166.0,6673,27577.704537
355.0,7152,27581.482931
198.0,7557,27594.816284
293.0,6647,27597.209264
152.0,6791,27600.492965
214.0,3434,27602.042277
343.0,6031,27605.040362
144.0,6286,27608.411281
362.0,6683,27611.793657
87.0,5924,27614.711463
241.0,4361,27616.853068
125.0,5935,27619.757117
69.0,4373,27621.948909
405.0,7888,27625.796868
250.0,7202,27628.443675
274.0,6272,27631.518921
228.0,6365,27634.662266
201.0,7090,27638.38835
177.0,6431,27641.604014
149.0,6071,27658.565246
326.0,7912,27662.907511
187.0,5785,27667.150747
285.0,6729,27671.661768
354.0,8359,27677.31329
150.0,6302,27681.903114
228.0,6362,27686.157133
268.0,8818,27691.040813
381.0,7655,27696.755842
355.0,4312,27699.669408
142.0,6458,27703.938006
321.0,5947,27708.026659
19.0,2479,27709.853737
275.0,6882,27714.829693
89.0,5031,27718.122427
351.0,4698,27721.213024
241.0,5872,27739.268792
110.0,6992,27744.017649
73.0,5000,27747.161654
245.0,5362,27750.649455
340.0,8021,27755.783824
217.0,4781,27758.923593
275.0,8069,27764.179456
82.0,6753,27768.927703
232.0,6368,27773.364355
241.0,7186,27777.948947
327.0,5035,27781.399794
179.0,6954,27785.339719
52.0,4166,27788.111692
356.0,6334,27792.167094
165.0,5116,27795.752749
151.0,7291,27801.132327
268.0,6581,27817.647246
367.0,3975,27820.22493
299.0,7087,27825.228196
149.0,6291,27829.863553
269.0,6157,27833.871307
228.0,6040,27836.896425
339.0,5243,27839.592942
272.0,7556,27843.461895
325.0,7051,27847.195586
293.0,7448,27850.080301
357.0,6343,27853.519403
284.0,5103,27856.135479
340.0,6523,27859.213774
242.0,5122,27861.629907
148.0,7076,27865.150875
297.0,7763,27868.919368
347.0,8205,27882.39438
312.0,4303,27884.542831
277.0,6353,27887.649043
233.0,3267,27889.214931
357.0,8858,27893.464175
269.0,7136,27896.766096
308.0,6197,27899.725263
41.0,4528,27901.971778
279.0,7703,27905.687449
338.0,5664,27908.484437
257.0,7308,27911.07655
264.0,6881,27914.435332
317.0,7662,27918.114899
289.0,6436,27921.233511
216.0,5591,27923.934003
346.0,5750,27926.728248
258.0,5623,27941.666247
180.0,6721,27945.431182
316.0,7296,27950.615049
139.0,6365,27954.079142
376.0,6980,27957.383627
250.0,6864,27961.270324
300.0,7559,27965.568857
329.0,8592,27969.959482
307.0,7449,27973.545776
40.0,4866,27974.985716
277.0,5828,27977.802699
349.0,6892,27981.150513
159.0,6188,27984.152169
237.0,5337,27986.728106
353.0,8767,27991.232431
350.0,6951,28004.519214
128.0,5385,28006.27862
293.0,7997,28010.147191
213.0,6033,28013.046292
359.0,7524,28016.716815
305.0,7133,28020.126851
138.0,5690,28022.94705
349.0,6041,28026.253683
267.0,5340,28029.110231
71.0,4736,28031.402066
347.0,7269,28034.999022
304.0,5087,28037.586332
147.0,6798,28040.060642
198.0,6834,28043.626333
230.0,7112,28047.586615
339.0,7031,28051.138725
364.0,7236,28069.294731
58.0,4422,28070.515799
370.0,8771,28074.940306
55.0,4493,28077.168734
291.0,6172,28080.114592
313.0,5388,28082.613337
217.0,6347,28086.143958
260.0,5421,28089.128138
251.0,5606,28092.030032
384.0,6949,28095.628005
331.0,7630,28099.807718
274.0,4745,28101.530167
332.0,6315,28104.886693
289.0,5610,28107.751161
63.0,4881,28110.592849
304.0,7956,28116.33424
321.0,7520,28136.659165
248.0,7271,28141.721946
208.0,6058,28145.422116
183.0,7387,28149.391313
352.0,6036,28152.422073
252.0,3971,28154.502976
329.0,6131,28157.760804
323.0,5880,28161.393236
307.0,7082,28165.055141
219.0,3775,28167.479185
281.0,6016,28171.963077
256.0,6823,28176.906529
64.0,5100,28180.236536
158.0,5606,28183.952551
249.0,6441,28188.542414
283.0,6960,28193.121945
186.0,6835,28196.58081
54.0,4450,28212.904608
291.0,7418,28218.365102
113.0,5645,28222.154737
271.0,6510,28226.361379
96.0,5756,28229.529867
31.0,3971,28232.290514
108.0,6284,28236.652512
249.0,4703,28239.632816
314.0,5455,28243.229732
77.0,5115,28246.515278
288.0,6589,28251.33015
319.0,6914,28256.166531
210.0,5219,28258.681645
320.0,6689,28263.231562
118.0,5803,28267.19406
332.0,7132,28272.235482
81.0,4733,28275.786249
111.0,5907,28289.800524
129.0,6415,28292.997423
193.0,5957,28296.70853
255.0,7381,28300.398733
271.0,7352,28304.042154
369.0,9498,28309.169152
263.0,6354,28313.155738
322.0,6656,28316.846271
39.0,3491,28319.330277
280.0,7272,28323.569412
281.0,7676,28328.84584
357.0,8239,28334.816544
62.0,4329,28337.861754
243.0,6402,28342.416032
361.0,6261,28346.828539
231.0,7178,28365.883684
361.0,7520,28371.095028
294.0,7138,28376.131751
327.0,5537,28380.03985
295.0,6254,28384.437328
241.0,6615,28388.012607
364.0,7385,28393.284749
230.0,7256,28398.434963
35.0,3962,28401.220971
343.0,7339,28406.317518
253.0,6313,28410.79789
330.0,6334,28415.313467
247.0,4500,28417.544156
295.0,5868,28421.689271
344.0,5404,28425.538675
267.0,6342,28430.013946
270.0,6659,28448.514959
138.0,5988,28451.827951
228.0,5322,28455.602648
299.0,6893,28460.400501
157.0,6310,28464.880183
309.0,5335,28468.700536
129.0,5360,28472.352473
35.0,3649,28474.882027
303.0,6869,28479.702317
189.0,7058,28483.632298
268.0,8528,28489.811418
397.0,8992,28496.298527
311.0,6756,28501.119311
330.0,6976,28506.2792
70.0,5125,28509.835943
140.0,6768,28513.759763
71.0,5858,28534.025597
308.0,5913,28538.131247
179.0,7734,28542.808908
227.0,6500,28546.538715
111.0,5429,28549.227538
104.0,4918,28551.711959
224.0,7556,28555.813002
204.0,7130,28559.664258
132.0,4160,28561.75314
316.0,7394,28565.750361
182.0,7084,28569.495571
365.0,7671,28573.354153
197.0,6913,28575.722857
291.0,6672,28578.920534
58.0,5330,28581.649905
266.0,7152,28585.368634
382.0,5887,28601.646124
241.0,7361,28605.571195
261.0,6648,28608.079321
259.0,7485,28611.768212
144.0,7395,28615.42766
268.0,7990,28619.729286
303.0,6397,28623.066375
187.0,6503,28626.582684
289.0,7736,28630.917134
176.0,5545,28635.001951
258.0,7539,28639.196597
371.0,7841,28645.047684
51.0,4328,28647.995049
181.0,6358,28652.130915
232.0,7054,28656.88813
253.0,6954,28677.297276
123.0,6654,28681.603099
307.0,6032,28685.902253
317.0,7115,28690.134592
294.0,6226,28693.480983
336.0,5792,28696.576386
274.0,6663,28700.115989
339.0,8018,28703.252468
347.0,4892,28705.705744
282.0,6715,28709.136281
269.0,5616,28712.139262
347.0,6658,28715.573867
330.0,7390,28719.402601
241.0,5594,28722.222206
317.0,5567,28725.294886
393.0,8267,28737.419943
352.0,7567,28741.615556
301.0,5563,28744.609565
357.0,5603,28747.709884
326.0,6926,28751.119108
340.0,6787,28754.53589
131.0,6140,28757.5509
267.0,5865,28760.395187
260.0,6324,28764.082879
38.0,4440,28765.654424
236.0,4821,28768.158231
183.0,6614,28771.485038
20.0,3142,28773.040904
326.0,5931,28776.138175
313.0,7353,28779.980527
322.0,7031,28783.522998
36.0,4559,28785.901816
369.0,7935,28803.611637
245.0,7214,28808.431987
210.0,7335,28813.541863
317.0,8379,28819.317493
342.0,6180,28822.872469
249.0,6915,28827.109596
291.0,6845,28830.384336
246.0,5972,28834.219692
387.0,6685,28837.431213
251.0,5820,28840.249725
121.0,6515,28843.716777
226.0,7336,28847.499419
288.0,6841,28850.769631
189.0,6202,28853.736331
180.0,4983,28856.100767
45.0,4940,28867.503911
250.0,7197,28870.996779
236.0,4602,28873.293736
18.0,2401,28874.458447
305.0,7586,28878.327812
291.0,8237,28883.019582
253.0,5033,28885.480186
274.0,6450,28888.422832
268.0,6501,28890.601935
288.0,7959,28894.52951
257.0,8278,28898.453004
260.0,6539,28901.493648
288.0,6019,28904.467286
291.0,5804,28907.463192
302.0,6396,28910.77841
301.0,8212,28915.262638
110.0,5770,28930.247307
34.0,3773,28932.39206
233.0,6491,28936.01219
135.0,4935,28938.618328
242.0,6319,28942.044994
358.0,7936,28946.664171
160.0,5546,28949.416418
332.0,5843,28952.403877
154.0,5620,28954.455802
315.0,8714,28959.820102
222.0,5103,28963.361111
214.0,6301,28966.690073
274.0,5715,28969.480271
170.0,6050,28973.470228
206.0,6236,28978.027881
395.0,8438,28983.552681
282.0,7395,29000.104228
66.0,4642,29003.508992
313.0,5173,29007.357234
387.0,7896,29012.582626
151.0,6493,29015.857918
201.0,8152,29021.453271
260.0,6299,29025.489191
60.0,5461,29028.935257
308.0,7834,29034.272106
35.0,4319,29037.280166
66.0,4654,29040.403206
323.0,6177,29044.356322
257.0,7569,29047.50773
342.0,6132,29050.720178
343.0,5220,29053.332752
28.0,3633,29055.168664
212.0,5670,29057.973011
267.0,6640,29075.368336
294.0,6622,29078.950776
278.0,7077,29083.363008
284.0,5350,29087.041478
171.0,3472,29089.406701
224.0,6919,29094.027853
204.0,6870,29098.33717
299.0,5291,29101.909276
295.0,6546,29106.551614
291.0,6471,29110.782348
280.0,7270,29114.568959
344.0,4311,29117.602525
124.0,7015,29122.266364
294.0,7406,29127.012524
271.0,7428,29132.362831
293.0,8936,29138.229883
234.0,4032,29153.054137
314.0,7406,29158.021861
379.0,8436,29163.938244
69.0,4529,29166.828189
260.0,8470,29172.423781
379.0,6171,29175.901846
37.0,3250,29178.203895
281.0,6429,29182.359045
329.0,5507,29185.884636
273.0,7728,29191.484659
366.0,7454,29196.438531
33.0,4357,29199.19118
205.0,6926,29204.108141
251.0,6120,29207.546534
407.0,7932,29212.571501
276.0,6494,29216.988595
171.0,6418,29237.062134
235.0,5192,29239.519689
147.0,6579,29243.894425
292.0,5133,29247.661532
92.0,5725,29251.684355
242.0,8164,29256.936544
198.0,7230,29262.296834
324.0,7872,29267.822594
409.0,8083,29271.445516
50.0,5402,29274.432689
274.0,5674,29277.772016
329.0,8320,29281.789937
278.0,8146,29285.750866
263.0,6585,29289.045959
188.0,7497,29292.658752
259.0,6089,29307.519737
310.0,6873,29312.107425
231.0,5155,29316.018213
151.0,6744,29320.581533
201.0,7539,29325.394214
34.0,4022,29328.003831
137.0,6386,29331.994836
257.0,5504,29334.758009
106.0,4818,29337.338142
203.0,5126,29339.942415
343.0,5779,29342.875408
309.0,7110,29346.496974
237.0,4731,29348.977415
323.0,5545,29352.400929
185.0,5279,29356.25244
175.0,7142,29360.320199
75.0,4852,29363.335302
316.0,7974,29380.278902
289.0,7775,29385.899561
315.0,5479,29388.989057
