step,tag,value,wall_time
26128,rollout/ep_len_mean,719.760009765625,1780061025.5664425
26209,rollout/ep_len_mean,720.4600219726562,1780061033.1541624
26332,rollout/ep_len_mean,721.25,1780061043.7070227
26415,rollout/ep_len_mean,717.8400268554688,1780061051.7396848
26606,rollout/ep_len_mean,717.8400268554688,1780061066.4500723
26798,rollout/ep_len_mean,722.0700073242188,1780061082.0473301
26974,rollout/ep_len_mean,727.3499755859375,1780061096.7004578
27085,rollout/ep_len_mean,731.27001953125,1780061106.4505937
27228,rollout/ep_len_mean,732.0599975585938,1780061118.457099
27309,rollout/ep_len_mean,732.0599975585938,1780061125.3637354
27461,rollout/ep_len_mean,729.5399780273438,1780061138.2346952
27581,rollout/ep_len_mean,727.7100219726562,1780061148.410613
27665,rollout/ep_len_mean,724.6599731445312,1780061156.4354954
27814,rollout/ep_len_mean,724.6300048828125,1780061168.478304
27982,rollout/ep_len_mean,724.6300048828125,1780061181.5385125
28128,rollout/ep_len_mean,724.010009765625,1780061193.5928018
28279,rollout/ep_len_mean,726.8099975585938,1780061206.1487806
28448,rollout/ep_len_mean,731.0,1780061219.8027246
28529,rollout/ep_len_mean,728.3400268554688,1780061227.3266625
28716,rollout/ep_len_mean,728.3400268554688,1780061241.825331
28795,rollout/ep_len_mean,729.6900024414062,1780061249.1817238
28966,rollout/ep_len_mean,728.9099731445312,1780061263.3098912
29047,rollout/ep_len_mean,728.989990234375,1780061270.8988883
29237,rollout/ep_len_mean,733.6199951171875,1780061285.9014347
29318,rollout/ep_len_mean,733.6199951171875,1780061292.7867832
29398,rollout/ep_len_mean,731.7999877929688,1780061300.3654277
29719,rollout/ep_len_mean,735.3099975585938,1780061324.8527174
29797,rollout/ep_len_mean,739.22998046875,1780061332.2418053
29878,rollout/ep_len_mean,739.22998046875,1780061339.705093
30101,rollout/ep_len_mean,739.22998046875,1780061356.7250361
30253,rollout/ep_len_mean,744.8499755859375,1780061369.342373
30380,rollout/ep_len_mean,746.469970703125,1780061379.9659789
30461,rollout/ep_len_mean,746.5599975585938,1780061387.9681
30604,rollout/ep_len_mean,746.5,1780061399.6199346
30753,rollout/ep_len_mean,746.5,1780061411.3283234
30834,rollout/ep_len_mean,747.47998046875,1780061419.2396276
31020,rollout/ep_len_mean,747.8900146484375,1780061434.1900728
31147,rollout/ep_len_mean,749.4299926757812,1780061445.21578
31277,rollout/ep_len_mean,749.6099853515625,1780061456.21615
31458,rollout/ep_len_mean,749.6099853515625,1780061470.3144855
31542,rollout/ep_len_mean,751.0,1780061478.8152611
31626,rollout/ep_len_mean,748.3099975585938,1780061486.8931067
31750,rollout/ep_len_mean,750.1099853515625,1780061497.1506002
31873,rollout/ep_len_mean,746.0900268554688,1780061507.440959
31954,rollout/ep_len_mean,746.0900268554688,1780061514.305973
32166,rollout/ep_len_mean,746.25,1780061531.308145
32291,rollout/ep_len_mean,749.8300170898438,1780061542.4479845
32510,rollout/ep_len_mean,755.5399780273438,1780061559.9271314
32633,rollout/ep_len_mean,751.6500244140625,1780061570.5447109
32800,rollout/ep_len_mean,751.6500244140625,1780061583.576979
33015,rollout/ep_len_mean,750.7000122070312,1780061600.8464735
33186,rollout/ep_len_mean,758.5399780273438,1780061614.5862784
33335,rollout/ep_len_mean,761.1599731445312,1780061627.587692
33484,rollout/ep_len_mean,755.739990234375,1780061640.1083133
33650,rollout/ep_len_mean,755.739990234375,1780061653.0413208
33759,rollout/ep_len_mean,754.9000244140625,1780061663.256768
33882,rollout/ep_len_mean,755.9500122070312,1780061673.6626453
33960,rollout/ep_len_mean,754.8099975585938,1780061680.7520869
34106,rollout/ep_len_mean,756.5399780273438,1780061693.1159003
34216,rollout/ep_len_mean,756.5399780273438,1780061702.056338
34297,rollout/ep_len_mean,757.780029296875,1780061709.7488356
34401,rollout/ep_len_mean,749.6699829101562,1780061718.9053786
34547,rollout/ep_len_mean,750.5399780273438,1780061730.7569473
34719,rollout/ep_len_mean,751.25,1780061745.5726798
34831,rollout/ep_len_mean,751.25,1780061754.6593633
34912,rollout/ep_len_mean,752.5999755859375,1780061761.8315766
34996,rollout/ep_len_mean,749.0399780273438,1780061769.9213088
35103,rollout/ep_len_mean,747.47998046875,1780061779.1474864
35254,rollout/ep_len_mean,749.27001953125,1780061791.482754
35380,rollout/ep_len_mean,749.27001953125,1780061801.6092117
35528,rollout/ep_len_mean,744.77001953125,1780061814.2342405
35656,rollout/ep_len_mean,744.4600219726562,1780061824.9512632
35764,rollout/ep_len_mean,747.5700073242188,1780061834.3790054
35900,rollout/ep_len_mean,742.7899780273438,1780061845.8673463
36049,rollout/ep_len_mean,742.7899780273438,1780061857.5749767
36175,rollout/ep_len_mean,738.3699951171875,1780061867.9469428
36372,rollout/ep_len_mean,744.510009765625,1780061883.285538
36657,rollout/ep_len_mean,749.97998046875,1780061905.195002
36738,rollout/ep_len_mean,749.1300048828125,1780061913.4260652
36884,rollout/ep_len_mean,749.1300048828125,1780061924.9616423
37032,rollout/ep_len_mean,748.4199829101562,1780061937.6174724
37155,rollout/ep_len_mean,751.0499877929688,1780061948.6214085
37301,rollout/ep_len_mean,752.6199951171875,1780061960.598063
37453,rollout/ep_len_mean,751.5999755859375,1780061972.94062
37585,rollout/ep_len_mean,751.5999755859375,1780061983.4628139
